rus,en,matched
Роид,Roid,როინ
Нарадет,Naradet,კარაპეტ
Галуай,Galuai,გალია
Дживап,Dzhivap,ზივარ
Мероп,Merop,სეროპ
Зубаб,Zubab,ზურაბ
Ассад,Assad,ასად
Икувель,Ikuvel,იოველ
Вааган,Vaagan,ვაგან
Диолий,Diolii,დიონის
Османм,Osmanm,ოსმან
Рыве,Rive,რივა
Гоит,Goit,გია
Тавет,Tavet,დავით
Ясьм.,YAsm.,მასმა
Фесхар,Feshar,იაშარ
Билан,Bilan,ბილალ
Чабеш,CHabesh,ათეშ
Никадоре,Nikadore,ნიკიფორე
Набо,Nabo,ნაზო
Вамрьян,Vamryan,ვართან
Егной,Egnoi,ენდი
Амрио,Amrio,ამრო
Ибрахал,Ibrahal,იბრაჰიმ
Уахаид,Uahaid,ანაიდ
Кандит,Kandit,კანდიტ
Ниази,Niazi,ნიაზი
Иоти,Ioti,ფოტი
Арбо,Arbo,აბო
Мисле,Misle,მიშა
Арсет,Arset,არსენ
Какуя,Kakuya,კახა
Мажлис,Mazhlis,მანოლის
Ароен,Aroen,არმენ
Нарики,Nariki,ნარიკო
Джалол,Dzhalol,ხალილ
Ирда,Irda,ირმა
Окосо,Okoso,სოსო
Аротош,Arotosh,არტუშ
Иагар,Iagar,ილგარ
Ирона,Irona,ილონა
Кюрек,Kyurek,კარენ
Тажин,Tazhin,ტახირ
Жемал,ZHemal,ჯემალ
Барнобо,Barnobo,ბარნაბა
Агак,Agak,ავაკ
Менаил,Menail,მინაია
Авалес,Avales,ვალერ
Авк.,Avk.,ავთო
Ноил,Noil,ნაილ
Абдулл Атар,Abdull Atar,აბდულლა
Афтион,Aftion,ანტონ
Аллах,Allah,ალლაზ
Царкис,Carkis,სარკის
Осен,Osen,ოსეპ
Муту,Mutu,მუთუ
Салинстро,Salinstro,სილიბისტრო
Чены,CHeni,ჟენია
Сяисс,Syaiss,რაისა
Геидар-оглы,Geidar-ogli,გეიდარალი
Тено,Teno,გენო
Додони,Dodoni,დოდონა
Гень,Gen,გენო
Бонамий,Bonamii,ნამიგ
Франко,Franko,რაიკო
Момия,Momiya,მომინა
Нилаур,Nilaur,ნიარ
Земила,Zemila,ზამილა
Рофоз,Rofoz,როკო
Зараспа,Zaraspa,ზარიფა
Топо,Topo,სოფო
Аспард,Aspard,ალვარდ
Байляр,Bailyar,ბაილარ
Ницро,Nicro,ნიკო
Абит-оглы,Abit-ogli,ანატოლი
Ожарин,Ozharin,ოთარი
Саюнов,Sayunov,სასუნ
Автан,Avtan,აითან
Исааил,Isaail,ისმაილ
Веадим,Veadim,ვადიმ
Арсен Шакру,Arsen SHakru,არსენა
Склада,Sklada,კლარა
Зуркин,Zurkin,ზორკინ
Георий,Georii,გეორგი
Атила,Atila,ადილა
Сойли,Soili,სოილი
Сверион,Sverion,სევერიონ
Аполу,Apolu,აპოლონ
Потомка,Potomka,ფოთოლა
Георги (Жора),Georgi (ZHora),გეორგიოს
Дномид,Dnomid,დიომიდე
Сахарт Саламас,Sahart Salamas,შახსანამ
Авесала,Avesala,ვუსალა
Мавины,Mavini,დავითი
Кярам-оглы,Kyaram-ogli,ყარამანი
Иокиме,Iokime,იოკიმე
Элипта,Elipta,ელიტა
Тоги,Togi,გოგი
Мацлют,Maclyut,მოვლუთ
Шатир,SHatir,შაქირ
Лаврош,Lavrosh,ლავროსი
Гомален,Gomalen,რომან
Кашиф,Kashif,კახი
Чафго-Али,CHafgo-Ali,ხაგანი
Пейруза,Peiruza,ფირუზა
Самель,Samel,სამველ
Майадим,Maiadim,მარადი
Поседр,Posedr,იოსებ
Прекори,Prekori,პროკოფი
Агасик Сеин,Agasik Sein,აგასინ
Сердяп,Serdyap,სედა
Ефракам,Efrakam,ერანაკ
Пантелеймо,Panteleimo,პანტელეიმონ
Сатур,Satur,ასატურ
Пирам,Piram,ფირან
Вахалд,Vahald,ვაჰან
Грител,Gritel,გრიგოლ
Виньямин,Vinyamin,ვენიამინ
Аббосс,Abboss,აბბას
Хорятис,Horyatis,ბორის
Гелдор,Geldor,ელდარ
Догил,Dogil,გოგი
Баярат,Bayarat,ბაგრატ
Ноцеган,Nocegan,ნოველა
Галвенти,Galventi,ვალენტი
Мектам,Mektam,მეხაკ
Ракир,Rakir,ზაკირ
Тутарбек,Tutarbek,ტარიელ
Патен,Paten,პართენ
Вортен,Vorten,ვართან
Горфире,Gorfire,თორნიკე
Шаинко,SHainko,შალიკო
Дзини,Dzini,ზინა
Иордан (Яша),Iordan (YAsha),ვარდანუშ
Хусеил,Huseil,ჰუსეინ
Рутыя,Rutiya,რუგია
Валорян,Valoryan,ვალერიან
Аид,Aid,აიკ
Шалего,SHalego,შავლეგო
Пеид,Peid,სეიდ
Сапдру,Sapdru,სანდრო
Мазот,Mazot,ნაზო
Сов,Sov,სოს
Харбей,Harbei,არბი
Шарир,SHarir,შაქირ
Севитиян,Sevitiyan,სევერიან
Олиф Лука,Olif Luka,ოლინკა
Абршиг,Abrshig,არჩილ
Айкал-кар,Aikal-kar,ალასკარ
Лоу,Lou,ლია
Мельшок,Melshok,მელსიკ
Мыхе,Mihe,მინე
Левем,Levem,ლევან
Гите,Gite,ტიტე
Бачи,Bachi,ბაჩი
Туменшит,Tumenshit,არმენუჰი
Амбросим (Абросим),Ambrosim (Abrosim),ამბროსი
Шарьян,SHaryan,შირვან
Матей,Matei,მათე
Аелан,Aelan,ასლან
Халкарат,Halkarat,არარატ
Пабкей,Pabkei,ბაბკენ
Неп.,Nep.,ნაპო
Коджа оглы,Kodzha ogli,ძაბული
Уканкай,Ukankai,აკაკი
Веши,Veshi,ეში
Андрании,Andranii,ანდრანიკ
Гепаре,Gepare,გაფარ
Гуджабадзе,Gudzhabadze,გულთამზე
Архалит,Arhalit,ხალით
Ризоган,Rizogan,რიზვან
Пиоф,Piof,გიო
Вактон,Vakton,ანტონ
Автаулль,Avtaull,ავთანდილ
Хуткат,Hutkat,ჰუმბათ
Носкат,Noskat,ვოსკან
Тедиоз,Tedioz,თედაოზ
Салими,Salimi,ალიმი
Достан,Dostan,კოსტან
Ксенофонтий (Ксенофонт),Ksenofontii (Ksenofont),ქსენოფონტი
Мухамет.,Muhamet.,მუხამედ
Астабур,Astabur,ასტამურ
Нурудин,Nurudin,ნურადინ
Аннес,Annes,აგნესა
Абань,Aban,აბას
Тапуна,Tapuna,თამუნა
Акпяр,Akpyar,აფარ
Турбан,Turban,კურბან
Кизар,Kizar,კაზარ
Шардак,SHardak,სპარტაკ
Гиголи,Gigoli,გრიგოლი
Погрод.,Pogrod.,პოღოს
Светлана,Svetlana,სვეტლანა
Мамет Олы,Mamet Oli,მამედალი
Иших,Ishih,შიო
Адбуки,Adbuki,ანუკი
Лонду,Londu,ლონდა
Захаз,Zahaz,ზაზა
Рамано,Ramano,რამან
Ингья,Ingya,ინა
Жоржин,ZHorzhin,ჟორჟი
Ватни,Vatni,ნანი
Даген,Dagen,კარენ
Шахзаде,SHahzade,შახზადე
Тотрахан,Totrahan,თათრახან
Эквтимо,Ekvtimo,ექვთიმე
Гумалт,Gumalt,გუმბათ
Керекин,Kerekin,კერეკია
Вадип,Vadip,ვაგიფ
Пет.,Pet.,პეტო
Калистатер,Kalistater,კალისტატე
Топиль,Topil,ტოფიკ
Косик,Kosik,სოსიკ
Макол,Makol,მაკო
Ханю,Hanyu,ჰანფა
Паплия,Papliya,პალინა
Хаких,Hakih,აკიფ
Айх,Aih,აიკ
Влачакан,Vlachakan,ვაჩაკან
Пегент,Pegent,ტერენტ
Елевтар,Elevtar,ელვარ
Тове,Tove,ნოვე
Галагтион,Galagtion,გალაქტიონ
Часам,CHasam,ხასან
Агафанж,Agafanzh,აგაჯან
Тевпане,Tevpane,თეოფანე
Нидай,Nidai,ნოდარ
Дмитри. (Дмитрий),Dmitri. (Dmitrii),დიმიტრი
Вусум,Vusum,ვუსალ
Аналан,Analan,ასლან
Пикенди,Pikendi,ბიკენტი
Абасалол,Abasalol,აბესალომ
Анделеймат,Andeleimat,ანგელინა
Хозам,Hozam,როზა
Гузан,Guzan,რუზან
Багрят,Bagryat,ბაგრატ
Хутис,Hutis,იუნის
Парикс,Pariks,ფარის
Индику,Indiku,ინდიკო
Шалиео,SHalieo,შალიკო
Манавель,Manavel,მანაველ
Тушихо,Tushiho,დუშიკო
Ламо,Lamo,ლადო
Назим оглы,Nazim ogli,ნაზიბროლა
Велендикт,Velendikt,ვენედიკ
Экзеки,Ekzeki,ეზეკი
Боннр,Bonnr,ბონდო
Аршанул,Arshanul,არშალუს
Демни,Demni,დემნა
Шалиль-оглы,SHalil-ogli,შალიკო
Абисен,Abisen,არსენ
Биту,Bitu,ბათუ
Мунтуз,Muntuz,მურთუზ
Гориант,Goriant,გრანტ
Огам,Ogam,ოთარ
Хахуты,Hahuti,ხათუთი
Варшо,Varsho,ვარდო
Модаляр,Modalyar,დალარ
Акушован,Akushovan,ანუშავან
Карага,Karaga,ტარანა
Екши,Ekshi,ეში
Ависшстой,Avisshstoi,აიშათი
Варлав,Varlav,ვარლამ
Мифаэл,Mifael,მიქაელ
Тензон.,Tenzon.,თეონა
Гарент,Garent,კარენ
Васиб-оглы,Vasib-ogli,ვასილი
Маргирос,Margiros,მარტიროს
Есоп,Esop,ესმა
Матовог,Matovog,მათევოს
Кочаван,Kochavan,ქაჩავან
Маде,Made,მათე
Айкул,Aikul,აიკულ
Куму,Kumu,კულუ
Вашка,Vashka,ლაშა
Сорм,Sorm,ნორა
Етато,Etato,ტატო
Савастья,Savastya,სანათა
Ехан,Ehan,ერან
Киозо,Kiozo,კიაზო
Коци,Koci,კოკი
Беряр,Beryar,ბეგლარ
Умутвор,Umutvor,მუდვარ
Ачугбай,Achugbai,ბაჩუკი
Будзаг,Budzag,ნუგზარ
Казум оглы,Kazum ogli,მაუგლი
Норек,Norek,ნორიკ
Аннадий,Annadii,გენადი
Келаван,Kelavan,კლავა
Алфоний,Alfonii,ალიონა
Суле,Sule,გულე
Элюда,Elyuda,ელგუჯა
Тарун,Tarun,ტირუნ
Вазо,Vazo,ვანო
Миртат,Mirtat,მირდატ
Бената,Benata,რენატა
Коруман,Koruman,რომან
Иеса,Iesa,ინესა
Хрест,Hrest,ორესტ
Тазабек,Tazabek,აგაბეკ
Келм,Kelm,გელა
Тома (Фома),Toma (Foma),თამამა
Гехаш,Gehash,გუნაშ
Тверня,Tvernya,თეონა
Георгий (Гио),Georgii (Gio),გეორგიოს
Мандати,Mandati,მაგდანი
Авечик,Avechik,ავეტიკ
Рузакул,Ruzakul,თაზაკულ
Смельхий,Smelhii,მეხტი
Мамброн,Mambron,მამიკონ
Обдула,Obdula,აბდულა
Татало,Tatalo,ტატო
Ганджали,Gandzhali,ანჟელი
Чекери,CHekeri,ჯენერი
Бахию,Bahiyu,ბაია
Танаси,Tanasi,ტარასი
Жажи,ZHazhi,ჟორჟი
Керзинт,Kerzint,კარინე
Ариспо,Arispo,არისტო
Танаверди-оглы,Tanaverdi-ogli,თანრვერდი
Ап.,Ap.,აფო
Элизбер,Elizber,ელიზბარ
Мялик,Myalik,მალიკ
Джамбат,Dzhambat,შამბათ
Милуакан,Miluakan,მილანა
Маиль оглы,Mail ogli,მანოლი
Полянтор,Polyantor,პოლიაქტორ
Паликорт,Palikort,პალიკო
Басармен,Basarmen,სარმენ
Опго,Opgo,იაგო
Еварест,Evarest,ერნესტ
Паняш,Panyash,ფანახ
Аквеонти,Akveonti,ლეონტი
Арраш,Arrash,არტაშ
Аналез,Analez,ანაგიზ
Естаты,Estati,ესტატე
Айвез,Aivez,აივაზ
Дачо,Dacho,დაჩი
Мамения,Mameniya,მამია
Ерат,Erat,ერან
Герай,Gerai,გერაი
Серафиль,Serafil,სერაფიმ
Анозим,Anozim,ნაზიმ
Сафамян,Safamyan,იასამან
Тасул,Tasul,რასულ
Михтат,Mihtat,მირდატ
Зариф,Zarif,ზარიკ
Хомохмед,Homohmed,ახმედ
Томенай,Tomenai,დომენტი
Олмис,Olmis,ოლია
Мушта,Mushta,მიშა
Гуд,Gud,გუდუ
Гелази,Gelazi,გელადი
Василий (Хвтисо),Vasilii (Hvtiso),ვასილისა
Степано,Stepano,სტეფანე
Онеза,Oneza,ანეტა
Робищаин,Robish'ain,როიშან
Джандиф,Dzhandif,ჟანი
Аждар-оглы,Azhdar-ogli,აჟდარ
Апполон (Аполлон),Appolon (Apollon),ნაპოლეონ
Лило,Lilo,ილო
Дзиз,Dziz,აზიზ
Согател,Sogatel,საგატელ
Валерин,Valerin,ვალერი
Тетавоз,Tetavoz,თედაოზ
Киракоз,Kirakoz,კირაკოს
Балабел,Balabel,ბალაბეკ
Алалион,Alalion,ილარიონ
Дияноз,Diyanoz,დიანოზ
Наес,Naes,ნანი
Атапасе,Atapase,ათანასე
Амберт,Ambert,ალბერტ
Карагина,Karagina,კარინა
Мусини,Musini,მუშნი
Каляхтыв,Kalyahtiv,სალატინ
Ерашкон,Erashkon,ერასტხ
Зимон,Zimon,სიმონ
Грама,Grama,არამა
Ойонре,Oionre,ონოფრე
Паум,Paum,ნაუმ
Мошоды,Moshodi,მაშადი
Хабибуламерак,Habibulamerak,გიულარა
Цалок,Calok,ალიკ
Тадор,Tador,თადო
Горк,Gork,გორ
Алиаид,Aliaid,ანაიდ
Оурсун-оглы,Oursun-ogli,დურსუნალი
Букута,Bukuta,ბუხუტი
Прокоби,Prokobi,პროკობი
Продвон,Prodvon,ფრიდონ
Пармеи,Parmei,პარმენ
Елиссо,Elisso,ელისო
Анапкар,Anapkar,ალასკარ
Левой,Levoi,ლევონ
Овсток,Ovstok,როსტომ
Аб.,Ab.,აბო
Биграт,Bigrat,ბაგრატ
Деонисий,Deonisii,დენისი
Нирби,Nirbi,ნური
Миха.,Miha.,მიშა
Иасо,Iaso,იაგო
Мнацака,Mnacaka,მამუკა
Ксенафонтий,Ksenafontii,ქსენოფონტი
Мухтасин оглы,Muhtasin ogli,მანოლი
Анкоруф,Ankoruf,ანზორ
Бахрутдин,Bahrutdin,არუთინ
Леил-огли,Leil-ogli,ლეილი
Вачиган,Vachigan,ვაჩაგან
Татур,Tatur,ტატულ
Джелели,Dzheleli,ჟანელი
Магакон,Magakon,მამიკონ
Бен,Ben,ბენო
Валактив,Valaktiv,სალატინ
Сальвар,Salvar,სარვარ
Миниго,Minigo,მინაგო
Зок.,Zok.,ზოია
Мигрели,Migreli,მოგელი
Евтор,Evtor,ეთარ
Бадзиня,Badzinya,ბიძინა
Даврентий,Davrentii,ლავრენტი
Хока,Hoka,კოკა
Мекхий,Mekhii,მეხტი
Рапдел,Rapdel,რაფაელ
Губули,Gubuli,გუგული
Кимотя,Kimotya,კიმოთე
Ревяки,Revyaki,რევაზი
Анброник,Anbronik,ანდრონიკ
Астарим,Astarim,ანთარამ
Христи,Hristi,ერასტი
Хамды-оглы,Hamdi-ogli,შამილი
Ефтах,Eftah,ეთარ
Аксений,Aksenii,არსენი
Лифей,Lifei,ლილე
Шарвани,SHarvani,შარვანი
Здарит,Zdarit,დავით
Сурси,Sursi,სურაი
Маше,Mashe,მაშო
Силья,Silya,სილვა
Минасы,Minasi,მინას
Андроний,Andronii,ანდრონიკ
Нави,Navi,ნავი
Ледмир,Ledmir,ლედი
Харил,Haril,ჰაბილ
Костой,Kostoi,კოსტი
Луби-оглы,Lubi-ogli,ლუბოვი
Фагарад,Fagarad,მაგარამ
Емверд,Emverd,ენვერ
Багуа,Bagua,ბაგდა
Сиварин,Sivarin,სევარიონ
Сандр-Бандж,Sandr-Bandzh,ანდრანიკ
Хумара,Humara,ხუმარა
Евтихен,Evtihen,ევტიხი
Авмросий,Avmrosii,ამროსი
Админ,Admin,ამინ
Доси,Dosi,დონი
Пашта,Pashta,პაშა
Хурсенява,Hursenyava,არსენა
Итта,Itta,რიტტა
Ексени,Ekseni,ევგენი
Вахтез,Vahtez,ვალტერ
Овансе,Ovanse,ივანე
Барам-оглы,Baram-ogli,ბაირამალი
Осло,Oslo,ასლო
Акосий,Akosii,აკოფი
Кагил,Kagil,აგილ
Мустафа-Оглы,Mustafa-Ogli,მუსტაფა
Мисиг,Misig,მისირ
Джурба,Dzhurba,ჟურა
Гаршиль,Garshil,არჩილ
Тсо,Tso,ტასო
Тишку,Tishku,მიშა
Автондив,Avtondiv,ავთანდილ
Эмовар,Emovar,ემზარ
Бес,Bes,ბესო
Бладрман,Bladrman,ფარმან
Бабнев,Babnev,ბაბეკ
Сурап,Surap,სურა
Ушакли,Ushakli,უშანგი
Артчиль,Artchil,არჩილ
Иулов,Iulov,იულონ
Билаги-оглы,Bilagi-ogli,ილარიონი
Хнгяноз,Hngyanoz,ხნგანოს
Хайзан,Haizan,ჰაიკან
Енидикт (Бенедикт),Enidikt (Benedikt),ბენედიქტე
Зайнидин,Zainidin,ზაინდი
Гергой,Gergoi,სერგო
Дигжаил-оглы,Digzhail-ogli,დიჟონი
Фохрин,Fohrin,ბორის
Теврит,Tevrit,თევრატ
Издоррия,Izdorriya,იზოლიდა
Анутик,Anutik,არუთიკ
Молхоя,Molhoya,მოკონა
Биузина,Biuzina,ბიძინა
Гиликтион,Giliktion,გალაქტიონ
Дедия,Dediya,დედიკა
Миспрали,Misprali,მირალი
Георгий (Гуиа),Georgii (Guia),გეორგი
Гомер,Gomer,გონერ
Захра,Zahra,ზაჰრა
Маликшан,Malikshan,ალიხან
Нахар,Nahar,ბაჰარ
Халама,Halama,ჰალიმა
Намус,Namus,ნამიგ
Карнель,Karnel,კორნელ
Шахварул,SHahvarul,შავარშ
Шаведет,SHavedet,შავლეგ
Барцен,Barcen,არმენ
Шахсувар,SHahsuvar,შახსუვარ
Цалак,Calak,მალაკ
Марин,Marin,მარია
Матука,Matuka,მამუკა
Епим,Epim,ეფიმ
Вогоршок,Vogorshok,ვაგარშაკ
Леварсам,Levarsam,ლევარსი
Како (Акакий),Kako (Akakii),აკაკი
Илюша (Ивнионе),Ilyusha (Ivnione),ლუსინე
Мурсев-оглы,Mursev-ogli,მარსელი
Ношмет,Noshmet,ისმეტ
Танрыверди (Танрыведи),Tanriverdi (Tanrivedi),თანრივერდი
Едварт,Edvart,ედვარტ
Владмир,Vladmir,ვლადიმირ
Тарнобе,Tarnobe,თორნიკე
Окасим,Okasim,კასიმ
Датоко,Datoko,დათიკო
Мущни,Mush'ni,მუშნი
Саяк,Sayak,სააკ
Парико,Pariko,დარიკო
Каридолх,Karidolh,ტარიელ
Асван,Asvan,ასლან
Барн,Barn,ბარონ
Алфейс,Alfeis,ალექს
Тояр,Toyar,ნოდარ
Пашхарабек,Pashharabek,აშხარაბეკ
Арким,Arkim,აკიმ
Дртат,Drtat,დათა
Гиво,Givo,გივი
Гасанов,Gasanov,გასან
Какунд,Kakund,ტაკუნ
Гасим-оглы,Gasim-ogli,ვასილი
Серепион,Serepion,სერაპიონ
Мермен,Mermen,მურმან
Литил,Litil,ლიდია
Вагдат,Vagdat,ბაგდატ
Жандар,ZHandar,ჟანნა
Агашин,Agashin,აგშინ
Минголи,Mingoli,ინგული
Марвт,Marvt,მარატ
Деван,Devan,ლევან
Иорил,Ioril,იური
Халих,Halih,ალი
Джабул,Dzhabul,ძაბულ
Ахмедорьян,Ahmedoryan,ამერან
Ариси,Arisi,არის
Салих,Salih,სალიე
Бениц,Benic,ბენია
Погия,Pogiya,გოგიტა
Иордон,Iordon,იორდან
Гругор,Grugor,გრიგორ
Тагуль,Tagul,მაგულ
Хадзи,Hadzi,ბადრი
Казо,Kazo,ნაზო
Ардашев,Ardashev,არდაშელ
Магирдыч,Magirdich,მიკირტიჩ
Габиб-Сейд,Gabib-Seid,არისტიდ
Мелатон,Melaton,მელიტონ
Хурам,Huram,გურამ
Диспон,Dispon,დისიონ
Карабул,Karabul,კარათელ
Таар-Оглы,Taar-Ogli,ტარიელი
Акбан,Akban,აკბარ
Лахтан,Lahtan,ვართან
Думико,Dumiko,დემიკო
Жебас,ZHebas,შებან
Вочокан,Vochokan,ვაჩაკან
Чипхаз,CHiphaz,ჩიჩაკ
Плоток,Plotok,პლატონ
Лонгипоз,Longipoz,ლონგინოზ
Абран,Abran,აბრამ
Арвадин,Arvadin,არკადი
Адып,Adip,არიფ
Бахий,Bahii,ბადრი
Маджа-оглы,Madzha-ogli,მარჟოლი
Есаия,Esaiya,ესმირა
Кольман,Kolman,რომან
Хаматкан,Hamatkan,ჰაიასტან
Кеитор,Keitor,ნესტორ
Гудеван,Gudevan,გედევან
Иплите,Iplite,იპოლიტე
Ампул,Ampul,ფამფულ
Имкрат,Imkrat,იმარათ
Ладым,Ladim,ვადიმ
Ва…,Va…,ვაე
Геак,Geak,თეა
Гилрог,Gilrog,გიორგი
Беройд,Beroid,ბერდია
Сумот,Sumot,სიმონ
Пируг,Pirug,ფირუზ
Гаасан-оглы,Gaasan-ogli,გასანალი
Акотин,Akotin,არუთინ
Плихарх,Pliharh,ალიარ
Одесии,Odesii,ოდისეი
Аксак,Aksak,აკაკი
Джамле,Dzhamle,ჟალე
Пирзан,Pirzan,ფირან
Алексанр,Aleksanr,ალეკსან
Левтр,Levtr,ლევთერ
Мегельдим,Megeldim,მოგელი
Генел,Genel,გუნელ
Тандай,Tandai,ტანია
Билай,Bilai,ბილალ
Жоржие,ZHorzhie,ჟორჟი
Бочико,Bochiko,ბიჭიკო
Харебе,Harebe,ხარება
Ашельян,Ashelyan,ასლან
Вагтаг,Vagtag,ვართან
Мовель,Movel,მოგელ
Хоги,Hogi,გოგი
Гуснис,Gusnis,გუსნია
Короджа-оглы,Korodzha-ogli,ქოროღლი
Кигула,Kigula,გიგლა
Ногия,Nogiya,გოგიტა
Баграда,Bagrada,ბაგრად
Рубени,Rubeni,რუბენი
Бадым,Badim,ვადიმ
Тазаман,Tazaman,იასამან
Кетла,Ketla,გელა
Калагдио,Kalagdio,კლავდია
Полых Огын,Polih Ogin,პოლიხრონ
Сирагон,Siragon,სირან
Абот,Abot,აბო
Сардян,Sardyan,სარხან
Кокола,Kokola,კოკონა
Енвери,Enveri,ენვერი
Кугия,Kugiya,რუგია
Симля,Simlya,სილვა
Алигейдар оглы,Aligeidar ogli,გეიდარალი
Алексе,Alekse,ალეკსეი
Шритон,SHriton,ხარიტონ
Пантолом,Pantolom,პანტელეი
Шайисмаил,SHaiismail,შაისმაილ
Пирлам,Pirlam,ვარლამ
Андранник,Andrannik,ანდრანიკ
Ариоз,Arioz,არიზ
Дзама,Dzama,ძაბა
Шаодат,SHaodat,შადათ
Абдулага,Abdulaga,აბდულა
Физула,Fizula,ფიზული
Гома,Goma,გოგა
Алыбей,Alibei,ალიბეგ
Квароси,Kvarosi,კვიროსი
Иззят,Izzyat,იზზატ
Севат,Sevat,სევაკ
Фрайка,Fraika,რაისა
Иараб,Iarab,ზურაბ
Джало,Dzhalo,ჟალე
Аултандык,Aultandik,ავთანდილ
Вапден,Vapden,ვარდენ
Абгор,Abgor,აბგარ
Гейнадин,Geinadin,გენადი
Нидаи-оглы,Nidai-ogli,ნაილი
Колиник,Kolinik,როინი
Мигар,Migar,ნიგარ
Медлей,Medlei,მედეია
Лалу,Lalu,ლალა
Шаяро,SHayaro,შაქრო
Манаир,Manair,მანსირ
Камтал,Kamtal,კამალ
Исмам,Ismam,ისლამ
Шасва,SHasva,შალვა
Естафим,Estafim,ნესტანი
Дмитрий (Дементий),Dmitrii (Dementii),ამირიდონი
Матат,Matat,მარატ
Теслин Оглы,Teslin Ogli,ცინული
Ниазан,Niazan,ნაზან
Шаадад,SHaadad,შაადათ
Иосифович,Iosifovich,იოსები
Кардони,Kardoni,მარდონი
Паца,Paca,პატა
Плато,Plato,პლატონ
Базло,Bazlo,კარლო
Адел,Adel,ადელ
Давидович,Davidovich,დავითი
Бачат,Bachat,ბაჩა
Калакты,Kalakti,აკაკი
Абдур,Abdur,აბდულ
Зози,Zozi,ზიზი
Пафнотий,Pafnotii,ფატი
Калев,Kalev,კალე
Ижрдан,Izhrdan,იორდან
Арсетанес,Arsetanes,არესტაკეს
Гараши,Garashi,თარაში
Гегдам,Gegdam,გეღამ
Маленти,Malenti,მელენტი
...ва,...va,ევა
Рязаз,Ryazaz,რამაზ
Мукан,Mukan,ტუკან
Минц,Minc,მინა
Рвахе,Rvahe,ვაჰე
Елиферия,Eliferiya,ლიმერი
Омазас,Omazas,მანას
Ремен,Remen,რომენ
Гурк,Gurk,გური
Сулейман-огли,Suleiman-ogli,სულეიმანი
Могдрем,Mogdrem,მაგარამ
Апети,Apeti,აპეტ
Зурья,Zurya,ზურა
Гусейнали,Guseinali,გუსეინალი
Хитруг,Hitrug,ფირუზ
Гастай,Gastai,ბასტი
Сырадны,Siradni,სირანი
Валипо,Valipo,ვალიკო
Огаинес,Ogaines,ოგანეს
Амирастян,Amirastyan,ამირასტან
Батман,Batman,ბაჰმან
Пантил,Pantil,პანტელ
Шалико Онрозо,SHaliko Onrozo,შალიკო
Марас,Maras,მარად
Мартирес,Martires,მარტიროს
Носир,Nosir,ნასირ
Дживо,Dzhivo,ძილო
Автондел,Avtondel,ავთანდილ
Богдиж,Bogdizh,ბოგდან
Шовари,SHovari,სოზარი
Шаимко,SHaimko,შალიკო
Шафей,SHafei,შახი
Кагады,Kagadi,მარადი
Давели,Daveli,ზაველი
Июрагимхалил,Iyuragimhalil,იბრაგიმხალილ
Илиух,Iliuh,ილიუშ
Дмитрии (Дмитрий),Dmitrii (Dmitrii),დიმიტრი
Агавнак,Agavnak,აგავნიკ
Бетка,Betka,ბეტა
Мустаким,Mustakim,მუსალიმ
Ардивас,Ardivas,არდევან
Терас,Teras,ტარას
Летодихни,Letodihni,იროდიონი
Кучуп,Kuchup,ქუჩუ
Датазакар,Datazakar,ნაზაკატ
Насиди,Nasidi,ნასიმი
Анианон,Anianon,ანანო
Соломони,Solomoni,სოლომონი
Илакрий,Ilakrii,ილახი
Нуфи,Nufi,ნური
Исель,Isel,აისელ
Мурсел,Mursel,მურსელ
Мордек,Mordek,მორდეხ
Эрманоз,Ermanoz,ერმალოზ
Цалаго,Calago,მალალო
Марктич,Marktich,მკრტიჩ
Оруджев,Orudzhev,ორდენ
Щалви,SH'alvi,შალვა
Халкин,Halkin,ილკინ
Крашетор,Krashetor,ხაჩატურ
Сардшон,Sardshon,სარდიონ
Магедин,Magedin,მამედი
Политсе,Politse,იპოლიტე
Како (Акак),Kako (Akak),კახრამან
Самсантир,Samsantir,სამსონი
Фухули,Fuhuli,გუგული
Суасан,Suasan,სუსან
Терапонт,Terapont,ტრიფონ
Яци,YAci,ნანი
Мамтон,Mamton,ანტონ
Байбут,Baibut,რაიბულ
Аббесан,Abbesan,რესან
Несторн (Нестор),Nestorn (Nestor),ნესტორ
Фоглул-оглы,Foglul-ogli,გოგოლი
Вахир,Vahir,ვაზირ
Пау,Pau,ზაურ
Умайчинко,Umaichinko,აჩიკო
Тофиля,Tofilya,თამილა
Ованис,Ovanis,ოვანეს
Игодисий,Igodisii,ოდისეი
Сарапси,Sarapsi,არაქსი
Вактим,Vaktim,ვადიმ
Энс.,Ens.,ენდი
Иакеити,Iakeiti,დავითი
Борджо,Bordzho,ბოდღო
Мурем,Murem,გურამ
Кары,Kari,მარი
Лато,Lato,დათო
Корал,Koral,კოზალ
Шаныков,SHanikov,შალიკო
Навы,Navi,ნავი
Архо,Arho,არნო
Бинят,Binyat,ბინათ
Парелин,Parelin,გარეგინ
Ермос,Ermos,ერმონ
Джотачу,Dzhotachu,ჭუჭუ
Севелян,Sevelyan,სევერიან
Лекто,Lekto,ლენტო
Егнадос,Egnados,ეგნატე
Чигир,CHigir,ჩინგიზ
Закимак,Zakimak,ზაკია
Хан-Ахмед-оглы,Han-Ahmed-ogli,მაგამედალი
Хамты,Hamti,ფატი
Шахзада,SHahzada,შახზადა
Тидес,Tides,ტიტე
